consent,school year,GPA,gender,race,citizen,English,Greek,major_class,double_major,num_class,num_credithrs,hrs_academics,hrs_extracurr,grad_degree,exam_prep,exam_sleep,alcohol,ill_drugs,pres_drugs,demanding,pressure,anxiety,scholarship_recipient,conduct,traum_event,knowledge_A,knowledge_B,knowledge_C,knowledge_D,knowledge_E,knowledge_F,knowledge_G,Exams_A,Exams_B,Exams_C,Exams_D,Exams_E,Exams_F,Exams_G,Exams_H,Exams_I,Writing_A,Writing_B,Writing_C,Writing_D,Writing_E,Writing_F,Writing_G,Collaboration_A,Collaboration_B,Collaboration_C,Collaboration_D,Other_A,Other_B,Other_C,Other_D,Other_E,Other_F,Other_G,Other_H,Other_I,Other_J,Other_K,Other_L,Other_M,Other_N,Other_O,why_A,why_B,why_C,why_D,why_E,why_F,why_G,why_H,why_I,why_J,why_K,why_never_A,why_never_B,why_never_C,why_never_D,why_never_E,why_never_F,aware_A,aware_B,aware_C,aware_D,aware_E,aware_F,aware_G,aware_H,aware_I,aware_J,aware_K,aware_L,aware_M,aware_N,aware_O,understanding,witness_A,witness_B,witness_C,witness_D,witness_E,witness_F,witness_G,witness_H,anticipate_exam,anticipate_writing,anticipate_collaboration,anticipate_other,hs,hs_exam,hs_writing,hs_collaboration,hs_other,hs_action,age_misconduct,aware_sanction,HC_comm
yes,Sophomore,3.64,Female,Asian,Yes,No,No,Natural Sciences,No,5,16,15,12,pre-med,>1week,7,3,"Yes, occasionally",Never,10,10,8,yes,No,Yes,checked,unchecked,checked,checked,checked,checked,unchecked,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,checked,checked,checked,checked,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10,No,No,No,No,No,No,No,No,No,No,No,No,Public,0 times,0 times,0 times,0 times,Yes,0,Yes,Yes
yes,Freshman,3.92,Female,White/Caucasian,Yes,Yes,No,Humanities,Yes,5,17,16,7,other,2-3day,9,0,No,Never,7,7,8,no,No,No,unchecked,checked,checked,checked,checked,checked,unchecked,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,checked,checked,checked,unchecked,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10,No,No,No,No,No,No,No,No,No,No,No,No,Private,0 times,0 times,0 times,0 times,Yes,99,Yes,Yes
yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yes,Freshman,4,Female,Asian,No,No,No,Social Sciences,Yes,6,18,16,5,other,>1week,7,0,No,Never,7,7,8,no,No,No,checked,checked,checked,unchecked,unchecked,checked,unchecked,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,1 time,1 time,1 time,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,1 time,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,checked,unchecked,unchecked,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7,No,No,No,No,No,No,No,No,No,No,No,No,Private,0 times,0 times,0 times,0 times,Yes,99,Yes,Yes
yes,Junior,3.2,Female,White/Caucasian,Yes,Yes,Yes,Social Sciences,No,5,14,12,12,pre-law,2-3day,4,6,No,Rarely,7,7,10,no,No,Yes,unchecked,checked,checked,checked,unchecked,unchecked,unchecked,1 time,1 time,1 time,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,1 time,1 time,1 time,0 times,0 times,0 times,0 times,0 times,0 times,0 times,2-4 times,0 times,0 times,0 times,0 times,unchecked,checked,checked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,"Yes, silent","Yes, silent","Yes, silent","Yes, silent","Yes, silent","Yes, silent","Yes, silent",No,Maybe,No,No,No,Private,0 times,0 times,0 times,0 times,Yes,99,Yes,Somewhat
yes,Sophomore,3.8,Female,White/Caucasian,Yes,Yes,No,Social Sciences,No,5,19,18,6,other,>1week,7,3,"Yes, occasionally",Never,5,5,5,no,No,No,checked,unchecked,checked,checked,checked,checked,unchecked,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,checked,checked,checked,checked,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,9,No,No,No,No,No,No,No,No,No,No,No,No,Private,0 times,0 times,0 times,1 time,Yes,12,No,Yes
yes,Junior,3,Female,White/Caucasian,Yes,Yes,No,Social Sciences,No,4,14,30,15,other,>1week,9,1,No,Never,8,8,10,no,No,No,checked,checked,checked,checked,checked,unchecked,unchecked,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,checked,checked,checked,unchecked,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10,No,No,No,No,No,No,No,No,No,No,No,No,Public,0 times,0 times,0 times,0 times,Yes,99,Yes,Yes
yes,Junior,3.8,Female,White/Caucasian,Yes,Yes,Yes,Natural Sciences,Yes,6,18,28,6,pre-med,2-3day,7,8,"Yes, occasionally",Rarely,5,9,8,no,No,No,unchecked,checked,checked,unchecked,checked,checked,unchecked,0 times,0 times,1 time,1 time,0 times,2-4 times,1 time,0 times,0 times,0 times,2-4 times,0 times,0 times,0 times,0 times,0 times,1 time,2-4 times,0 times,1 time,0 times,1 time,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,unchecked,checked,checked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,6,"Yes, silent","Yes, silent",No,No,No,No,No,No,No,No,No,No,Private,2-4 times,0 times,0 times,0 times,Yes,9,Yes,Somewhat
yes,Sophomore,2.94,Female,White/Caucasian,Yes,Yes,Yes,Social Sciences,No,5,18,10,20,pre-med,>1week,8,2,No,Never,8,7,9,no,No,Yes,checked,checked,checked,checked,checked,unchecked,unchecked,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,checked,checked,checked,checked,checked,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8,No,No,No,No,No,No,No,No,No,No,No,No,Public,0 times,0 times,0 times,0 times,Somewhat,99,Yes,Yes
yes,Junior,3.47,Female,Asian,Yes,Yes,Yes,Social Sciences,No,4,14,8,15,pre-med,>1week,8,5,"Yes, regularly",Never,5,10,8,no,Yes,Yes,checked,checked,checked,unchecked,checked,checked,unchecked,0 times,0 times,0 times,0 times,0 times,0 times,2-4 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,1 time,0 times,2-4 times,2-4 times,2-4 times,0 times,0 times,1 time,1 time,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,unchecked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,"Yes, silent","Yes, silent",No,"Yes, silent","Yes, silent","Yes, silent","Yes, silent",No,No,No,Maybe,No,Public,0 times,0 times,1 time,0 times,Yes,15,Yes,Yes
yes,Sophomore,3.5,Female,Asian,No,No,No,Natural Sciences,Yes,6,18,20,5,none,2-3day,8,0,No,Never,10,10,6,no,No,No,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,5,No,No,No,No,No,No,No,No,No,No,No,No,Private,0 times,0 times,0 times,0 times,Somewhat,99,Yes,Yes
yes,Senior,3.92,Female,Asian,Yes,No,No,Natural Sciences,No,4,12,25,7,pre-med,>1week,6,0,No,Never,5,9,9,yes,No,No,unchecked,checked,checked,unchecked,checked,checked,unchecked,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,checked,checked,checked,unchecked,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10,No,No,No,No,No,No,No,No,No,No,No,No,Public,0 times,0 times,0 times,0 times,Yes,99,Yes,Yes
yes,Freshman,3.4,Female,Asian,Yes,Yes,No,Natural Sciences,No,5,16,6,10,other,2-3day,6,3,No,Never,7,9,7,no,No,No,unchecked,checked,checked,unchecked,unchecked,unchecked,unchecked,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,2-4 times,1 time,0 times,0 times,0 times,0 times,1 time,1 time,1 time,1 time,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,checked,checked,unchecked,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,"Yes, silent","Yes, silent",No,No,No,"Yes, silent","Yes, silent",No,No,No,No,No,Private,0 times,0 times,0 times,0 times,Somewhat,99,Yes,Yes
yes,Sophomore,3.1,Female,Other,Yes,No,Yes,Social Sciences,No,5,13,10,13,other,>1week,5,3,No,Never,5,7,6,yes,No,No,unchecked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,1 time,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,1 time,2-4 times,2-4 times,0 times,0 times,0 times,0 times,1 time,0 times,1 time,0 times,0 times,0 times,1 time,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,>4 times,0 times,0 times,0 times,unchecked,checked,unchecked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,3,"Yes, silent",No,No,No,No,No,No,No,No,No,No,No,Public,2-4 times,2-4 times,2-4 times,2-4 times,I don't know,8,No,No
yes,Junior,3.2,Female,White/Caucasian,Yes,Yes,Yes,Social Sciences,No,6,22,10,4,other,1day,4,10,"Yes, occasionally",Never,8,8,8,no,Yes,Yes,unchecked,checked,checked,unchecked,unchecked,checked,unchecked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yes,Sophomore,3.554,Male,Other,Yes,Yes,No,Natural Sciences,No,5,18,20,20,pre-med,2-3day,8,0,No,Never,1,8,5,yes,No,Yes,unchecked,checked,checked,unchecked,checked,unchecked,unchecked,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,unchecked,checked,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,No,No,No,No,No,"Yes, silent","Yes, silent",No,No,No,No,No,Public,0 times,0 times,2-4 times,0 times,No,14,Yes,Somewhat
yes,Sophomore,3.78,Female,White/Caucasian,Yes,Yes,Yes,Social Sciences,Yes,5,16,7,2,other,2-3day,8,7,"Yes, regularly",Rarely,6,6,7,no,Yes,No,unchecked,checked,checked,checked,checked,checked,unchecked,>4 times,>4 times,1 time,0 times,1 time,0 times,0 times,0 times,0 times,0 times,2-4 times,2-4 times,1 time,0 times,1 time,0 times,>4 times,>4 times,1 time,0 times,0 times,1 time,1 time,0 times,1 time,0 times,1 time,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,unchecked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,7,"Yes, silent","Yes, silent","Yes, silent","Yes, silent","Yes, silent","Yes, silent","Yes, silent",No,No,No,No,No,Private,>4 times,1 time,0 times,0 times,Somewhat,15,Yes,Somewhat
yes,Sophomore,2.7,Male,White/Caucasian,Yes,Yes,No,Social Sciences,Yes,5,19,21,8,other,>1week,8,0,No,Never,5,8,9,no,No,No,unchecked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,unchecked,checked,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,No,No,No,No,No,No,No,No,No,No,No,No,Public,0 times,0 times,0 times,0 times,I don't know,99,Yes,Yes
yes,Sophomore,3.51,Female,White/Caucasian,Yes,Yes,Yes,Social Sciences,No,6,18,15,10,pre-med,>1week,8,8,No,Never,6,8,7,no,No,No,unchecked,checked,checked,unchecked,unchecked,unchecked,unchecked,2-4 times,0 times,>4 times,0 times,0 times,>4 times,>4 times,0 times,0 times,0 times,>4 times,2-4 times,>4 times,0 times,0 times,2-4 times,>4 times,>4 times,>4 times,2-4 times,2-4 times,2-4 times,2-4 times,0 times,0 times,0 times,0 times,0 times,2-4 times,2-4 times,0 times,0 times,0 times,2-4 times,0 times,unchecked,checked,unchecked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,5,"Yes, silent","Yes, silent","Yes, silent","Yes, silent",No,"Yes, silent","Yes, silent",No,Maybe,No,Maybe,Maybe,Public,2-4 times,2-4 times,2-4 times,2-4 times,Somewhat,8,No,No
yes,Freshman,3,Female,White/Caucasian,Yes,Yes,Yes,Humanities,Yes,6,19,10,6,other,>1week,4,6,No,Never,5,10,10,no,No,Yes,checked,checked,checked,unchecked,checked,checked,unchecked,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,1 time,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,checked,checked,unchecked,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10,"Yes, silent","Yes, silent","Yes, silent","Yes, silent","Yes, silent","Yes, silent","Yes, silent","Yes, silent",No,No,No,No,Private,0 times,0 times,0 times,0 times,Yes,99,Yes,Yes
yes,Freshman,4,Female,Asian,No,No,No,Social Sciences,No,4,17,6,3,other,>1week,7,0,No,Never,5,8,9,no,No,No,checked,checked,checked,checked,checked,checked,unchecked,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,checked,checked,checked,unchecked,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10,,,,,,,,,,,,,,,,,,,,,
yes,Sophomore,3.7,Female,White/Caucasian,Yes,Yes,No,Humanities,Yes,4,15,25,7,other,>1week,8,3,No,Never,9,8,7,yes,No,No,checked,checked,checked,checked,checked,checked,unchecked,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,1 time,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,checked,checked,checked,unchecked,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8,No,No,No,No,No,No,No,No,No,No,No,No,Public,0 times,0 times,0 times,0 times,Somewhat,99,Yes,Yes
yes,Freshman,4.925,Female,Asian,Yes,No,No,Natural Sciences,Yes,5,18,20,2,pre-med,>1week,7,0,No,Never,7,9,9,no,No,No,unchecked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,0 times,0 times,1 time,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,1 time,0 times,0 times,1 time,1 time,1 time,0 times,1 time,0 times,0 times,1 time,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,unchecked,unchecked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,5,No,No,"Yes, silent",No,No,No,No,No,No,No,No,No,Public,1 time,0 times,0 times,0 times,Somewhat,13,No,Somewhat
yes,Freshman,2.8,Female,Black/African American,Yes,Yes,No,Natural Sciences,No,4,15,21,15,pre-med,>1week,8,0,No,Never,5,8,8,yes,No,No,unchecked,checked,checked,checked,checked,checked,unchecked,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,checked,checked,checked,unchecked,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10,No,No,No,No,No,No,No,No,No,No,No,No,Public,0 times,0 times,0 times,0 times,Somewhat,99,Yes,Yes
yes,Sophomore,3.6,Female,White/Caucasian,Yes,Yes,Yes,Humanities,Yes,4,14,20,15,pre-med,>1week,8,0,No,Never,5,5,3,no,No,No,unchecked,checked,checked,unchecked,checked,unchecked,unchecked,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,checked,checked,checked,checked,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10,No,No,No,No,No,No,No,No,No,No,No,No,Private,0 times,0 times,0 times,0 times,Somewhat,99,Yes,Yes
yes,Sophomore,3.8,Male,Asian,Yes,Yes,No,Natural Sciences,Yes,3,18,40,20,pre-med,>1week,6,1,No,Never,5,8,8,yes,No,No,checked,checked,checked,unchecked,unchecked,unchecked,unchecked,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,1 time,1 time,1 time,1 time,0 times,0 times,0 times,2-4 times,1 time,1 time,1 time,1 time,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,1 time,0 times,0 times,0 times,0 times,0 times,unchecked,unchecked,unchecked,unchecked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8,"Yes, silent","Yes, silent","Yes, silent","Yes, silent","Yes, silent","Yes, silent","Yes, silent","Yes, silent",No,No,No,No,Public,1 time,1 time,1 time,1 time,Yes,16,Yes,Yes
yes,Freshman,3.0268,Female,Asian,Yes,Yes,No,Natural Sciences,Yes,4,17,15,5,pre-med,2-3day,6,0,No,Never,4,5,7,no,No,No,unchecked,unchecked,unchecked,unchecked,unchecked,checked,unchecked,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,checked,unchecked,unchecked,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,"Yes, report","Yes, report","Yes, report","Yes, report","Yes, report","Yes, report","Yes, report","Yes, report",No,No,No,No,Private,0 times,0 times,0 times,0 times,Yes,99,Yes,Somewhat
yes,Freshman,2.78,Female,Asian,Yes,Yes,No,Natural Sciences,Yes,4,15,40,15,other,2-3day,4,0,No,Never,10,9,9,no,No,Yes,unchecked,unchecked,unchecked,unchecked,checked,unchecked,unchecked,2-4 times,0 times,2-4 times,0 times,1 time,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,1 time,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,unchecked,checked,checked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,4,No,No,No,No,No,No,No,No,Maybe,Maybe,No,No,Public,>4 times,0 times,0 times,0 times,Somewhat,15,Yes,Somewhat
yes,Freshman,2.8,Female,Black/African American,Yes,Yes,No,Natural Sciences,Yes,6,18,20,12,pre-med,>1week,7,0,No,Never,8,10,6,no,No,No,checked,checked,checked,unchecked,checked,checked,unchecked,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,checked,unchecked,unchecked,unchecked,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8,No,No,No,No,No,No,No,No,No,No,No,No,Public,0 times,0 times,0 times,0 times,Somewhat,99,Yes,Somewhat
